timestamp,text,start_time,end_time
"(4217.82, 4227.04)", channel. Our amphigermis species are really good at migrating small rivulets of water you know they they don't need,4217.82,4227.04
"(4227.6, 4237.84)", a big flow so the the more spread out it is is is actually better for um recruitment yeah but we,4227.6,4237.84
"(4237.84, 4242.4)", don't want to be spilling it over into so i guess i just need a better like the wing walls the wing,4237.84,4242.4
"(4242.4, 4245.62)", walls keep it from spilling into the intake.,4242.4,4245.62
"(4245.62, 4246.98)", Okay.,4245.62,4246.98
"(4246.98, 4248.4)"," Sorry, I don't know the terms.",4246.98,4248.4
"(4248.4, 4251.84)"," Maybe like little, if this are to be revised,",4248.4,4251.84
"(4251.84, 4255.86)", like little diagrams that help people who need pictures,4251.84,4255.86
"(4255.86, 4258.0)"," would be really, really helpful.",4255.86,4258.0
"(4258.0, 4259.44)", So this is a-,4258.0,4259.44
"(4259.44, 4260.48)", Just like that.,4259.44,4260.48
"(4260.48, 4262.12)", This thing.,4260.48,4262.12
"(4262.12, 4264.08)", You see these little walls?,4262.12,4264.08
"(4264.08, 4266.24)"," Okay, that's the three-inch thing, too.",4264.08,4266.24
"(4266.48, 4266.68)", Yeah.,4266.48,4266.68
"(4267.9, 4268.6)", Got it.,4267.9,4268.6
"(4268.76, 4272.4)"," Sorry, I was thinking the wing walls were part of the ditch.",4268.76,4272.4
"(4272.96, 4275.82)"," Well, they do exist on the ditch, too.",4272.96,4275.82
"(4275.96, 4276.24)", Okay.,4275.96,4276.24
"(4276.42, 4279.58)", I just meant the walls on the plate.,4276.42,4279.58
"(4280.44, 4281.28)", Mini wing walls.,4280.44,4281.28
"(4281.4, 4281.66)", Okay.,4281.4,4281.66
"(4282.18, 4282.82)"," Mini, yeah.",4282.18,4282.82
"(4282.82, 4294.0)"," Yeah, if just the simplified diagram, so just so that it's in the record so that we are all talking about the same thing and understanding and have the same picture in our head, that would be really, really helpful.",4282.82,4294.0
"(4294.0, 4301.0)", So these images will be amended or appended to the decision they're presented here and will be part of the minutes.,4294.0,4301.0
"(4301.0, 4305.68)", So what we're discussing will be you know hopefully it's recommended amended,4301.0,4305.68
"(4305.68, 4312.08)", will be all recorded here the intent so if it's not clear then let's make that clear,4305.68,4312.08
"(4312.8, 4318.8)", um before any action is taken any other questions or comments commissioners,4312.8,4318.8
"(4319.68, 4332.56)"," neil i just want to go back to ken's concerns. So with regard to B1, your testimony regarding kind of resisting removing infrastructure doesn't apply.",4319.68,4332.56
"(4333.12, 4346.24)"," Am I correct, Ken? Because you're being allowed to leverage a lot of the existing infrastructure just to make kind of minimal adaptations to solve our purposes but but also have that infrastructure there for",4333.12,4346.24
"(4346.24, 4352.06)", your needs as well or your class uh that is correct uh commissioner hannis okay thank you,4346.24,4352.06
"(4353.26, 4355.84)", any other questions or comments commissioners,4353.26,4355.84
"(4356.74, 4367.06)"," I have one yes um I would like to hear from um Davidmel-Frankel, just thoughts.",4356.74,4367.06
"(4367.28, 4372.06)"," And after hearing this discussion, are there still the same concerns?",4367.28,4372.06
"(4372.06, 4377.44)", I understand that there is a big thing is the notification and the quarterly meetings.,4372.06,4377.44
"(4377.44, 4380.44)", But if you can kind of reflect back.,4377.44,4380.44
"(4381.74, 4389.92)", So this has been really helpful and i think in terms of language um what i now understand,4381.74,4389.92
"(4389.92, 4400.88)", is that the three inch berm is essentially three inches higher than the sheet the metal plate or,4389.92,4400.88
"(4400.88, 4407.12)", concrete and because the way it's written in a and b submittal and as well as,4400.88,4407.12
"(4407.12, 4412.32)", sea worm submittal is that the metal sheet and concrete would be three inches high,4407.12,4412.32
"(4412.32, 4418.4)", which would sort of defeat the purpose of the lip or berm because it has to be lower so i think,4412.32,4418.4
"(4419.2, 4425.76)"," i think in some ways that uh aaron has clarified, but it would be good if that was more reflective",4419.2,4425.76
"(4425.76, 4426.68)", in your decision.,4425.76,4426.68
"(4427.78, 4432.5)"," I appreciate Mark Vaught saying that they,",4427.78,4432.5
"(4432.5, 4436.04)", I'm not sure if he's saying they never impound the water,4432.5,4436.04
"(4436.04, 4437.82)", when they do these fixes.,4436.04,4437.82
"(4438.86, 4443.26)"," If that's the case, that provides a lot of assurance,",4438.86,4443.26
"(4444.42, 4446.0)", but I'm not sure that's the case.,4444.42,4446.0
"(4446.0, 4452.0)", I would think that sometimes when you do this work there'd have to be some kind of impoundment.,4446.0,4452.0
"(4452.0, 4458.0)", But if if the commission if everyone's on the same page that there's gonna be no empowerment.,4452.0,4458.0
"(4458.0, 4462.0)"," Great. and then yeah, I think I think that takes care of everything.",4458.0,4462.0
"(4462.0, 4466.34)"," Mark, did you want to clarify that? Yeah, no, just confirming.",4462.0,4466.34
"(4466.34, 4467.54)", Mr. Franco is correct.,4466.34,4467.54
"(4468.62, 4472.7)", The general idea is not to impound a large amount of water,4468.62,4472.7
"(4472.7, 4474.16)", and then have a sudden release,4472.7,4474.16
"(4474.16, 4476.56)"," because that jeopardizes not just downstream,",4474.16,4476.56
"(4476.56, 4477.96)", but our employees as well.,4476.56,4477.96
"(4478.92, 4481.8)", But do you anticipate that there may be times,4478.92,4481.8
"(4481.8, 4483.92)", where you might have to impound the water,4481.8,4483.92
"(4483.92, 4485.5)", that would affect downstream?,4483.92,4485.5
"(4485.68, 4486.06)", Nope.,4485.68,4486.06
"(4486.38, 4486.6)", No.,4486.38,4486.6
"(4491.56, 4493.1)"," We generally, what we try to do is create a bypass with some pipes and things so that the water can continue to flow downstream.",4491.56,4493.1
"(4493.78, 4494.38)", That's excellent.,4493.78,4494.38
"(4494.72, 4494.94)", Okay.,4494.72,4494.94
"(4495.72, 4496.12)", All right.,4495.72,4496.12
"(4496.74, 4496.9)", Great.,4496.74,4496.9
"(4496.9, 4498.7)"," Chair, we'll follow up with Mark.",4496.9,4498.7
"(4499.0, 4506.48)"," Mark, as I look at this picture on our screen and see those old old style greats are you familiar with the",4499.0,4506.48
"(4506.48, 4513.24)", Kamehameha schools puna lu'u stream diversion no sir i'm not kind of some part ken i'm sure,4506.48,4513.24
"(4513.24, 4520.6)", is there more modern systems to have kind of aluminum or aluminum systems that allow,4513.24,4520.6
"(4520.6, 4525.84)"," flow over as well as flow in and self cleaning. Neil, Neil?",4520.6,4525.84
"(4525.84, 4527.38)", Our recording just fell.,4525.84,4527.38
"(4528.48, 4530.68)", So we just want to make sure everything's on.,4528.48,4530.68
"(4531.9, 4532.74)", Yeah.,4531.9,4532.74
"(4537.92, 4539.88)", We'll wait till the recording goes back on.,4537.92,4539.88
"(4539.88, 4541.12)", Okay.,4539.88,4541.12
"(4541.12, 4551.36)", Thank you.,4541.12,4551.36
"(4552.88, 4553.72)"," You need a break? Yeah, maybe if you can-",4552.88,4553.72
"(4553.72, 4554.56)", Okay.,4553.72,4554.56
"(4554.56, 4556.38)"," You know what, we're gonna take a 10 minute recess",4554.56,4556.38
"(4556.38, 4558.46)", and then we'll go back to Neil's question.,4556.38,4558.46
"(4558.46, 4559.9)", So we'll come back at 10 30.,4558.46,4559.9
"(4562.8, 4585.12)", We need some tech help. you you,4562.8,4585.12
"(4593.68, 4626.62)", you Thank you. you you,4593.68,4626.62
"(4631.0, 4756.86)", you you you you Thank you. you,4631.0,4756.86
"(4758.92, 4760.92)", you,4758.92,4760.92
"(4968.0, 4970.06)", you you you you you you you you Thank you. you Thank you. you you,4968.0,4970.06
"(4974.74, 4976.8)", you,4974.74,4976.8
"(4981.8, 5173.18)"," you you you you you you you you you Okay. We're back on the record. Is everybody here? We had oh, Neil, we'll continue on with your",4981.8,5173.18
"(5173.18, 5178.52)", questioning. I also want to note that Kathy Ho with Department of Health just stepped,5173.18,5178.52
"(5178.52, 5185.76)"," in as well. But Joanna is going to complete item B1. All right, Neil.",5178.52,5185.76
"(5185.76, 5186.76)"," Yeah, thank you, Chair.",5185.76,5186.76
"(5186.76, 5195.92)", I just want to encourage EMI and Okinaka to kind of look at some of the modern technologies,5186.76,5195.92
"(5195.92, 5200.28)", available for those in-stream diversion.,5195.92,5200.28
"(5200.28, 5206.8)", The old grates that were very inefficient and kind of greedy in terms of the water they took are been,5200.28,5206.8
"(5206.8, 5215.04)", supplanted these days by more modern systems and as part of the commission's uh record on the emi,5206.8,5215.04
"(5215.04, 5220.08)", decision we were encouraging modern investment to kind of make these systems more efficient and,5215.04,5220.08
"(5220.08, 5226.4)", modern and safe thank you we're getting back can we um whoever has your youtube on can you turn,5220.08,5226.4
"(5226.4, 5236.32)", it off it might be testifier whoever that may be no okay thank you neil any other questions,5226.4,5236.32
"(5236.32, 5252.0)", by the commissioners do we have a motion so moved okay wayne has made a motion to approve staff's recommendation with some modifications.,5236.32,5252.0
"(5252.0, 5268.88)"," Go ahead, Aurora. Oh, and Neil has seconded. Discussion, Aurora. I just want to make sure the corrections are incorporated, and they were somewhat really detailed I mean they're factual",5252.0,5268.88
"(5268.88, 5277.36)", sort of language issues in the submittal I don't know I don't think it makes sense to step through,5268.88,5277.36
"(5277.36, 5286.44)"," all of them so what options do we have I guess there there? I guess in taking notes while the discussion was going on,",5277.36,5286.44
"(5286.44, 5288.1)"," while Erin was presenting,",5286.44,5288.1
"(5288.1, 5290.96)", the only thing that wasn't consistent,5288.1,5290.96
"(5290.96, 5294.14)"," was the three inch berms,",5290.96,5294.14
"(5294.14, 5297.12)", the size and scale of the berm,5294.14,5297.12
"(5297.12, 5301.92)", was what we wanted to provide clarity on.,5297.12,5301.92
"(5301.92, 5311.12)"," And so, you know, I would just recommend for diversions w15 and c7 where those berms",5301.92,5311.12
"(5311.12, 5316.84)", are being proposed that we just amend the that proposed action to say install three-inch,5311.12,5316.84
"(5316.84, 5325.0)", firms um or because can I make a comment?,5316.84,5325.0
"(5325.0, 5333.0)"," Now this wing. Oh, go ahead, Wayne. Yeah, I mean in in terms of intent of what we're trying to do.",5325.0,5333.0
"(5333.0, 5345.92)", That's more of an engineering question and is I think you know every all the parties understand the purpose of that berm and it's not going to be something,5333.0,5345.92
"(5345.92, 5352.4)", that is intrusive and so i think the language as submitted i think we flushed it out through,5345.92,5352.4
"(5352.4, 5360.0)", our discussions with all parties that we're in agreement that it's there for a purpose and the,5352.4,5360.0
"(5360.0, 5365.76)", purpose will be achieved and i don't think you know it matters if it's three and a half inches,5360.0,5365.76
"(5365.76, 5373.28)", or two and a half inches but that berm would be put in place and serve the purpose of uh,5365.76,5373.28
"(5373.28, 5382.4)", controlling the iifs yeah thank you maybe just to recommend to also the if the modifications do not,5373.28,5382.4
"(5382.4, 5386.88)", meet the ifs obviously the commission has to it's we set ifs,5382.4,5386.88
"(5386.88, 5392.56)", to be you know enforced and so if that isn't if the modifications as actually implemented do not,5386.88,5392.56
"(5392.56, 5399.52)", sufficiently um meet the ifs based on our own monitoring then we'll come back to the commission,5392.56,5399.52
"(5399.52, 5406.0)", and recommend further i agree that's a different issue. I agree with that.,5399.52,5406.0
"(5406.0, 5411.0)"," Can I recommend the revision, the inclusion of or clarification?",5406.0,5411.0
"(5411.0, 5428.88)"," Because when people are gonna read this document as a public record, they may misinterpret it as or interpret it as suggested. not the intent so um will the b2 presentation will be attached but making sure that it's connected",5411.0,5428.88
"(5428.88, 5436.0)", more meaningfully to the submittal um would be helpful to reflect the discussion that we had,5428.88,5436.0
"(5436.0, 5443.12)", for to reflect the clarifications that were made today um and the minutes will reflect that yeah,5436.0,5443.12
"(5443.12, 5447.0)", i'm just thinking the public is not going to look at 3 different documents.,5443.12,5447.0
"(5447.0, 5467.92)", They're gonna look at one. So help me out. Sorry i'm i'm i'm not very experienced in this like what would what would from Commissioner Katayama is I think he was perhaps one,5447.0,5467.92
"(5469.52, 5478.56)", the proposed clarification by Kaleo the the the staff's recommendation will reflect the discussion,5469.52,5478.56
"(5478.56, 5485.24)"," and three the minutes will also if there's clarification, we can refer to the minutes.",5478.56,5485.24
"(5485.24, 5489.98)"," But I guess I too am a little concerned about making,",5485.24,5489.98
"(5489.98, 5493.28)"," how do I say, the more detailed we are,",5489.98,5493.28
"(5493.28, 5497.46)"," then the presumption is if we don't include it,",5493.28,5497.46
"(5497.46, 5500.04)", then it was intentionally excluded.,5497.46,5500.04
"(5500.04, 5504.7)", So I'm a little worried about putting too much detail where,5500.04,5504.7
"(5504.7, 5506.96)", I think it appears clear,5504.7,5506.96
"(5506.96, 5514.64)", ken was given an opportunity to confirm as was mark and roy when aaron was providing his um,5506.96,5514.64
"(5516.0, 5527.28)", his clarification that i'm i guess i'm not sure i want to get into too much detail unless the commissioners feel otherwise,5516.0,5527.28
"(5533.36, 5540.8)", because i think ken roy and mark you guys know what our intent know what the commissioners um intentions are um what the ifs and as i understand that this is this can be modified right khalil,5533.36,5540.8
"(5540.8, 5547.0)"," yeah this is these are modifications so they're you it's not, we're not abandoning these divergents.",5540.8,5547.0
"(5547.0, 5552.0)"," They would, there's still a relationship between the Commission and EMI as a diverter.",5547.0,5552.0
"(5552.0, 5568.96)"," And I'm also optimistic that there will be more quarterly meetings where the community will have an opportunity to be have, be included in some of these discussions before they get to the commission so some of",5552.0,5568.96
"(5568.96, 5574.8)", this can be worked out at that level as well that as dean described the first meeting was more sort,5568.96,5574.8
"(5574.8, 5580.8)", of meet greet introductions setting you know parameters and then as they get into more,5574.8,5580.8
"(5580.8, 5586.8)", regular quarterly meetings there will be more specific discussions on proposed,5580.8,5586.8
"(5586.8, 5595.84)", changes okay aurora do you want to make something more specific yeah can i um i am in um can i make,5586.8,5595.84
"(5595.84, 5609.6)", a motion to approve but there are some factual text errors in this so with the staff correcting the um and clarifying those proposed actions it reflecting,5595.84,5609.6
"(5609.6, 5615.76)", the discussions that had and also including in the recommendations that this will also be presented,5609.6,5615.76
"(5615.76, 5626.02)"," at the june 15th um quarterly meeting oh okay but that's up for discussion. I'm just, where are we?",5615.76,5626.02
"(5628.26, 5633.36)", Okay. So motion has been made by Commissioner.,5628.26,5633.36
"(5633.64, 5647.92)"," Chair, that would be the second motion. So either we're going to revise the first motion and at the agreement of the person who made it and the second, and then we can move on or dispense with the first motion and now deal with the second so but you have a motion on the floor",5633.64,5647.92
"(5649.28, 5655.44)", i had a motion from wayne from commissioner katayama yeah and i thought it was seconded,5649.28,5655.44
"(5655.44, 5662.16)", to approve yeah to approve staff's recommendation but aurora are you proposing a new motion,5655.44,5662.16
"(5663.68, 5666.48)", an amendment okay an amendment um,5663.68,5666.48
"(5668.72, 5678.16)", um to um that the staff correct the submittal reflecting the discussion,5668.72,5678.16
"(5679.36, 5688.96)", um on b1 the explanations given so commissioners hannis yeah and Katayama do you agree to the,5679.36,5688.96
"(5688.96, 5695.32)", amendment Wayne you're on mute,5688.96,5695.32
"(5695.32, 5708.74)", oh I'll second that amendment very good very. So a motion has been made and seconded with amendments.,5695.32,5708.74
"(5708.74, 5710.18)", All in favor?,5708.74,5710.18
"(5710.18, 5712.48)", Since this is our first motion.,5710.18,5712.48
"(5712.48, 5714.14)"," Oh, no.",5712.48,5714.14
"(5714.14, 5715.64)", This is our second motion.,5714.14,5715.64
"(5715.64, 5717.42)"," So all in favor, say aye.",5715.64,5717.42
"(5721.92, 5724.02)", Any opposition?,5721.92,5724.02
"(5724.02, 5726.88)", I will note.,5724.02,5726.88
"(5726.88, 5730.12)"," Did Joanna, did I see your hand up too?",5726.88,5730.12
"(5730.9, 5735.4)", The motion was approved unanimously.,5730.9,5735.4
"(5735.4, 5739.38)", Very good. Shall we move on to item B2?,5735.4,5739.38
"(5739.38, 5744.36)"," Joanna, you want to pass your torch on to Kathy.",5739.38,5744.36
"(5744.36, 5746.12)", Thank you. Thank you.,5744.36,5746.12
"(5746.12, 5747.42)", Thank you very much.,5746.12,5747.42
"(5748.54, 5752.0)"," Okay. Item B2, is that Dean?",5748.54,5752.0
"(5752.0, 5752.84)"," All right, Dean.",5752.0,5752.84
"(5752.84, 5754.04)"," Yes. Good morning, commissioners.",5752.84,5754.04
"(5754.04, 5756.32)"," Again, item B2, this is for approval",5754.04,5756.32
"(5756.32, 5758.76)"," of stream diversion works permit application,",5756.32,5758.76
"(5758.76, 5763.76)"," SDWP.5991.6, along with special conditions",5758.76,5763.76
"(5764.24, 5767.04)", for East Maui Irrigation Company again and this is for,5764.24,5767.04
"(5767.04, 5776.08)"," abandonment of or to abandon registration of stream diversion numbers 234, 254, 238, 273,",5767.04,5776.08
"(5776.72, 5787.68)"," 260, 150, 262 and 173 and this remote involves removing pipes and sealing of intakes for Ho'olawa, Waipio,",5776.72,5787.68
"(5787.68, 5798.14)"," O'anui, West Opuola Tributary, Opuola Stream, Opuola Tributary and Makanali Streams in East",5787.68,5798.14
"(5798.14, 5806.42)", Maui and Commission staff stands on its submittal and if I can I'm just going to jump to the,5798.14,5806.42
"(5806.42, 5811.04)", recommendation and that is that the Commission one approved stream diversion works permit,5806.42,5811.04
"(5811.04, 5846.0)"," SDWP.5991.6 to event abandon diversions 234 and 254 on the whole lava stream diversion 23 on the Waipio Stream. Diversion 273 on the Oanui Stream. Diversion 260 on the West Opuola Tributary. Diversion 262 on Opuola Stream. Diversion 150 on the Opuola Tributary. And diversion 173 remove and remove pipes, seal intakes and restore stream flow subject to",5811.04,5846.0
"(5846.0, 5852.08)"," standard conditions in Exhibit 12 and the special conditions below. So special condition 1A,",5846.0,5852.08
"(5852.4, 5855.64)", in conformance with the Division of Aquatic Resources recommendations incorporated by,5852.4,5855.64
"(5855.64, 5863.22)"," reference in Exhibit 9, it is the Division of Aquatic Resources policy for the abandonment",5855.64,5863.22
"(5863.22, 5889.2)"," of stream diversions is the removal of the diversion structure and the associated infrastructures, restoring the stream, as well as constructing curbs above the upstream end to concentrate the stream flowing into the overpass channel and from spilling into",5863.22,5889.2
"(5889.2, 5890.86)", the ditch.,5889.2,5890.86
"(5890.86, 5898.94)"," For diversion OH-1, also referred to as NH-21 or 254, on Hoʻolawa stream, the diversion",5890.86,5898.94
"(5898.94, 5902.66)"," wall shall be removed completely or if unable to remove completely, the permittee shall",5898.94,5902.66
"(5902.66, 5907.44)", create a low flow stream channel to improve connectivity at low stream flows.,5902.66,5907.44
"(5907.44, 5913.18)"," In alignment with DARS recommendations for diversion W7 or 173 on Makanali stream, the",5907.44,5913.18
"(5913.18, 5916.46)", diversion wall shall be removed completely.,5913.18,5916.46
"(5916.46, 5918.56)", Abandonment of diversion is subject to SHPD concurrence.,5916.46,5918.56
"(5918.56, 5923.64)"," If SHPD requires conditions, delegate to deputy director to attach those conditions, those",5918.56,5923.64
"(5923.64, 5925.0)", as conditions of abandonment.,5923.64,5925.0
"(5925.0, 5934.0)"," Excuse me. In conformance with the U.S. Fish and Wildlife Service recommendations incorporated by reference in Exhibit 11, the permittee shall 1.",5925.0,5934.0
"(5934.0, 5941.0)"," Implement plant avoidance and minimization measures identified, if any work would occur in the nearby terrestrial areas, and 2.",5934.0,5941.0
"(5941.0, 5946.04)", Employ applicable best management practices for any in-water work.,5941.0,5946.04
"(5946.88, 5955.44)"," And second, declare that the project is exempt from EA requirements under HRS Chapter 343 and HAR Chapter 11-200.1.",5946.88,5955.44
"(5955.9, 5957.44)", And that concludes staff's presentation.,5955.9,5957.44
"(5958.96, 5966.64)"," Commissioners, any questions for staff um and similarly uh as prior uh we can walk through the i believe",5958.96,5966.64
"(5966.64, 5973.04)", aaron dr aaron stroke has um uh images that we can walk through that might be helpful to do that first,5966.64,5973.04
"(5973.04, 6008.6)"," and then we'll take ken go ahead aaron I apologize for not having the staff submittal or the order queued up with the staff submittal, but I will walk through each of the diversions that I put photographs",5973.04,6008.6
"(6008.6, 6011.38)", together for.,6008.6,6011.38
"(6011.38, 6026.82)"," The NH-19 or Diversion 234 is the Hohelawanui intake on New Hamakua Ditch. The ditch runs under the stream right here,",6011.38,6026.82
"(6026.82, 6031.82)", and there's a dam across the stream channel,6026.82,6031.82
"(6032.18, 6036.9)"," that pools up water, and then it would spill into this.",6032.18,6036.9
"(6036.9, 6038.94)"," There is a trash rack right here,",6036.9,6038.94
"(6038.94, 6041.0)"," although it's covered in debris,",6038.94,6041.0
"(6042.02, 6050.72)", and then it would flow into the new hamakua ditch the abandonment proposes to seal,6042.02,6050.72
"(6051.44, 6075.56)"," this intake so that no water can be diverted and then i don't know if anything can be done to this wall because it's built into the ditch, but to the extent practicable, they I believe they will remove a part of it.",6051.44,6075.56
"(6077.56, 6088.56)"," So that no water pools up. But as you can see, under under existing low flow conditions there is there's no",6077.56,6088.56
"(6088.56, 6096.24)", flow however proposed uh additional modifications to whole avenue at yloa ditch which is upstream,6088.56,6096.24
"(6096.24, 6105.0)", of here will increase the base flow to the stream and therefore there is expected to be some flow here.,6096.24,6105.0
"(6105.58, 6110.12)"," So the idea is to prevent the diversion of any flow,",6105.58,6110.12
"(6110.12, 6112.38)", low or high at this location,6110.12,6112.38
"(6112.38, 6114.98)", and allow it to continue downstream.,6112.38,6114.98
"(6116.36, 6121.16)", This is an abandonment of the stream diversion work.,6116.36,6121.16
"(6121.16, 6125.44)", So no water will ever be diverted at this location again,6121.16,6125.44
"(6127.36, 6134.96)", um are there any questions yeah any i guess what i'd like to do is um aaron you do do your overview,6127.36,6134.96
"(6134.96, 6140.0)", for each of these um any questions from the commissioners and then i'd like to make sure,6134.96,6140.0
"(6140.0, 6148.64)", that ken either ken or roy confirmed that that aaron's description is consistent with your,6140.0,6148.64
"(6148.64, 6155.04)", understanding as well okay all right so any questions from the commissioners on aaron's,6148.64,6155.04
"(6155.84, 6161.52)", um overview yes neil so we know that the issue is going to arise as to how much you have the,6155.84,6161.52
"(6161.52, 6165.52)", applicant remove so in this case they're not removing everything,6161.52,6165.52
"(6166.88, 6173.6)", no because the the the you can see the concrete structure that the ditch flows in right here so,6166.88,6173.6
"(6173.6, 6191.3)"," this is the ditch is flowing right here okay so i you know we'll break that, we'll break that wall and create a gap and capture flow, but the applicant will be allowed to leave in place all that other infrastructure.",6173.6,6191.3
"(6191.3, 6197.58)"," Yeah, like this wing wall here keeps debris out of the ditch.",6191.3,6197.58
"(6199.08, 6206.56)"," You know, there's parts of the concrete are specifically protecting the ditch.",6199.08,6206.56
"(6206.56, 6210.94)", I believe some of this wall can be removed.,6206.56,6210.94
"(6210.94, 6213.92)", I don't know to the extent how much.,6210.94,6213.92
"(6215.86, 6217.84)"," So, Aaron, the current recommendation",6215.86,6217.84
"(6217.84, 6220.88)"," is just to remove grate and seal the hole in a ditch,",6217.84,6220.88
"(6220.88, 6222.56)", and there's been no recommendations,6220.88,6222.56
"(6222.56, 6224.62)", to modify that wall at this time.,6222.56,6224.62
"(6227.92, 6234.88)", Okay. That's not what i heard correct so that's why i'm just making the crosswalks so part of what um and,6227.92,6234.88
"(6234.88, 6242.4)", this is also uh internal coordination so we have a permit branch okay and dean is in charge of both,6234.88,6242.4
"(6242.4, 6250.02)"," the permit side as well as insurance side so we're crosswalking the sewer recommendation, which is primarily focused on the IFS and",6242.4,6250.02
"(6250.02, 6255.32)", then the permitting or abandonment of the diversions that's handled by another branch,6250.02,6255.32
"(6255.32, 6257.6)", in surface water.,6255.32,6257.6
"(6257.6, 6262.8)", So what's being proposed or recommended in the application is just to remove the grate,6257.6,6262.8
"(6262.8, 6265.92)", and seal the hole so the intake no longer functions,6262.8,6265.92
"(6265.92, 6272.24)", but there's been no recommended modifications of that that wall that's basically holding up,6265.92,6272.24
"(6272.24, 6276.8)", the ditch although aaron said he thinks it could be done that's not what's in the proposal i'm,6272.24,6276.8
"(6276.8, 6281.12)", just making that very clear that's that's important because that's not correct okay,6276.8,6281.12
"(6282.0, 6287.0)", all right i will i will continue with that there.,6282.0,6287.0
"(6287.0, 6295.0)", There might be modifications wall that are permissible without damaging the structural integrity of it like notching.,6287.0,6295.0
"(6295.0, 6303.0)", I don't know some width in the middle or putting pukas through it.,6295.0,6303.0
"(6303.0, 6305.24)", You know I i'm not the engineer.,6303.0,6305.24
"(6305.24, 6310.08)"," I don't know how it was built, but I just I know that the primary purpose",6305.24,6310.08
"(6310.08, 6313.32)", is to remove this diversion from its function,6310.08,6313.32
"(6314.44, 6316.28)", by sealing it.,6314.44,6316.28
"(6316.28, 6320.92)", And I believe that they will just concrete over the intake,6316.28,6320.92
"(6320.92, 6324.88)", so that there's there's no possibility that any water could be diverted.,6320.92,6324.88
"(6327.06, 6328.22)"," Okay, let's hear from Ken.",6327.06,6328.22
"(6328.4, 6333.34)"," Sra22 Panellist, Ken Roy to confirm what are you proposing in your application.",6328.4,6333.34
"(6335.3, 6336.34)", Ken Roy- Thank you Chair Chang.,6335.3,6336.34
"(6338.3, 6347.04)"," Ken Roy- Roy actually has the applications up, which I think is not visible by the commissioners.",6338.3,6347.04
"(6347.06, 6352.84)", But Roy can look at the applications on what was submitted and corroborate or,6347.06,6352.84
"(6352.86, 6356.4)", clarify any differences.,6352.86,6356.4
"(6356.44, 6358.72)"," Yeah. Thank you, Ken.",6356.44,6358.72
"(6358.76, 6363.68)"," Generally, what Deputy Manuel clarified is correct.",6358.76,6363.68
"(6363.72, 6366.6)", There was nothing about the removal of the wall,6363.72,6366.6
"(6366.6, 6368.9)", that Aaron is talking about.,6366.6,6368.9
"(6368.9, 6370.88)", It's just sealing the intake,6368.9,6370.88
"(6370.88, 6373.86)", to allow all the flows to bypass.,6370.88,6373.86
"(6375.62, 6376.68)", So that's true.,6375.62,6376.68
"(6378.26, 6381.32)", Wall removal was not part of the proposal,6378.26,6381.32
"(6381.32, 6382.16)", in the application.,6381.32,6382.16
"(6382.16, 6396.0)", I would maybe recommend that the submittal request that you might evaluate how much of the wall can be removed without damaging the integrity of the ditch.,6382.16,6396.0
"(6396.0, 6407.0)"," Aaron Miller Sr.: and proceed with that Aaron, maybe to help facilitate the conversation.",6396.0,6407.0
"(6407.0, 6408.0)", Sorry.,6407.0,6408.0
"(6408.0, 6409.0)", No commission.,6408.0,6409.0
"(6409.0, 6416.46)", There's with the reestablishment of the ifs or mock provisions upstream of this diversion.,6409.0,6416.46
"(6416.46, 6421.46)", What is the flow that's anticipated below that upper diversion to reach this one?,6416.46,6421.46
"(6421.46, 6425.28)", Or is this a losing part of the stream or is it a gaining part of this,6421.46,6425.28
"(6434.56, 6436.16)", it's a gaining stream um there is a large uh lava tube at the base of a waterfall that um,6434.56,6436.16
"(6478.94, 6479.94)"," you know at just below the wailoa ditch on ho'olabanui but the overall it's gaining downstream and below this intake it's gaining so that the goal is to get all of these low flows downstream to the in stream values such't want the water pooling up behind the dam, you know, if pucas can be put into it, if a notch can be cut out of it to convey the water downstream more effectively, that would help, I think.",6478.94,6479.94
"(6484.12, 6485.46)"," Kaleo, I'm wondering, and I'm talking out loud,",6484.12,6485.46
"(6490.46, 6493.08)"," Aaron, do you have more recommendations",6490.46,6493.08
"(6496.8, 6500.42)", than what is being proposed in the application? Because is it better for staff to go back,6496.8,6500.42
"(6500.42, 6504.52)", and work with the applicant and then resubmit this,6500.42,6504.52
"(6504.52, 6507.74)", when there's some internal discussion because,6504.52,6507.74
"(6507.74, 6517.1)", I'm I am also concerned about Ken's 343 question so I I'm wondering if it might be more productive,6507.74,6517.1
"(6517.1, 6527.74)", for there to be internal discussion with the applicant rather than proceeding? I think we can work through it today. I don't think,6517.1,6527.74
"(6527.74, 6535.28)", many of the recommendations are substantial. I just know that I'm busy on the in-stream use,6527.74,6535.28
"(6535.28, 6542.1)"," section side of things, as you will find out later, and finding time to meet to discuss",6535.28,6542.1
"(6542.1, 6548.16)", regulatory issues are challenging. Okay challenging okay hello you have a recommendation,6542.1,6548.16
"(6548.16, 6555.04)", yeah I'm open to either chair I mean we could go through it and see if it's a majority of again,6548.16,6555.04
"(6556.24, 6562.88)", the goal is to the commission give a timeline to modify and abandon in order to meet the ifs,6556.24,6562.88
"(6562.88, 6566.22)", because that's our goal but we want We want to protect the industry values.,6562.88,6566.22
"(6566.22, 6569.24)"," And so there was a similar recommendation in November,",6566.22,6569.24
